logistic_c_without_sentiment,logistic_c_with_sentiment,linear_r_without_sentiment,linear_r_with_sentiment,BNN_c_without_sentiment,BNN_c_with_sentiment,BNN_r_without_sentiment,BNN_r_with_sentiment,LSTM_c_without_sentiment,LSTM_c_with_sentiment,LSTM_r_without_sentiment,LSTM_r_with_sentiment,XGBoost_c_without_sentiment,XGBoost_c_with_sentiment,XGBoost_r_without_sentiment,XGBoost_r_with_sentiment,VAR_r_without_sentiment,VAR_r_with_sentiment
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0329134514908405,1.0263307611926724,1.012658271276294,1.0043482291275792,1.0329134514908405,1.0263307611926724,1.0187936839154967,1.0213791184601648,1.0329134514908405,1.0263307611926724,1.0179799524539848,1.0075091034735306,1.0329134514908405,1.0263307611926724,1.0136534359597251,1.0055478067672319,1.0177239805796319,0.9901259645527478
1.0241756932495885,1.0289353831154244,1.0040918583375862,0.9975513367037424,1.0241756932495885,1.0193851027320004,1.0240789083387982,1.0218001648243296,1.0241756932495885,1.0193851027320004,1.0093685216451924,1.0119534880042482,1.0241756932495885,1.0193851027320004,1.0222282673272969,1.0080996857139737,1.0225695743902707,0.9926387059525702
1.0938261704373686,1.0569250496938194,1.0323121483300493,1.0121072859476823,0.9545252160618083,0.9777902908390597,1.029890382540202,1.03123405762615,1.0938261704373686,1.0471149773272943,1.0604912271335438,1.0144704316272601,1.0938261704373686,1.0471149773272943,0.9527102275188349,0.9669653620082157,1.0329264309409116,0.9521352493677193
1.0595430479558194,1.0668630156828711,0.9999570220980272,0.9867297998451228,0.984442314206287,0.9869841751713484,1.062169604853083,1.0409304585151338,1.0595430479558194,1.0208597115527536,1.0272529013254401,1.0186964437492412,1.0595430479558194,1.0208597115527536,0.9825704395910995,0.9760574626098737,1.0653008102558783,0.9610879066331846
0.9994711188601911,1.0184734616716429,0.9432633866237156,0.9419748367034562,1.0402563266825429,1.0037716129740282,1.084411072789674,1.0550518081559,0.9994711188601911,0.9745567228616984,0.969011696712984,1.0317498584789304,0.9994711188601911,0.9745567228616984,1.038278324129112,0.9919388533759008,1.074195832099841,0.9774348794230079
1.0167274535239303,1.0325409968462747,0.9595492685951664,0.9549857443487023,1.0222958163980858,1.0176360807330924,1.1031339353436853,1.0673138444820915,1.0167274535239303,0.9880176636662128,0.9857421352579483,1.0460007721961628,1.0167274535239303,0.9880176636662128,1.0203519649805743,0.9966202961188974,1.0927423237626,0.972372118807002
0.9801371349736646,1.0213931703978394,0.9940818400142631,0.9824804146071436,1.0590865310040127,1.0469344955507198,1.1084983954548178,1.08654669107502,1.053317772074196,1.0164633446962943,1.021217344088491,1.0486397940716083,1.053317772074196,1.0164633446962943,0.9836312063321997,1.006694905194349,1.1320682902064576,0.961873905509064
0.9629260301006494,1.0070447251894892,0.976625867589236,0.9686786125138547,1.07768397895725,1.052449713397838,1.129754103593352,1.0917184944210294,1.0348216229202647,1.002184153264076,1.0032848750695293,1.052121272429672,1.0348216229202647,1.002184153264076,1.000903666730314,1.0271353749577663,1.155014914166844,0.9810664181015041
0.9546665525708053,1.013955048947904,0.9850028551835733,0.9753256686603062,1.0684401675634092,1.059671605412278,1.1308092798208513,1.0936478571500015,1.0436977833674106,1.0090611238606941,1.0118905297331622,1.0556882158979826,1.0436977833674106,1.0090611238606941,0.9923184368305329,1.0244923054121176,1.1649220300116598,0.9785418952049487
0.9543618633975794,1.0136961597056064,0.984688483946032,0.9750766425090831,1.068781168460968,1.059773066115329,1.1311701863003094,1.0937525709876752,1.0433646791920779,1.008803484165464,1.0115675770874775,1.0557892952022128,1.0433646791920779,1.008803484165464,0.9926351428922258,1.024590397791914,1.1645502361855946,0.9786355879566893
0.9414892986793384,1.0177980218778817,0.9714068695783155,0.9645550676915324,1.0831970365800816,1.064061375792222,1.1640517295252593,1.1015730731732445,1.0292916321930994,0.9979179795065276,0.9979234137964426,1.0585355503926972,1.0292916321930994,0.9979179795065276,1.006023942894136,1.0287363428608978,1.1488426216445293,0.9869803730130942
0.8925676077272025,0.9754885444592,0.9209306010440323,0.9244588796676315,1.1394821486234938,1.0198287483126471,1.2072144083378245,1.118745063610917,0.9758075541473853,0.9564349079028635,0.9460692919151511,1.0595365691801346,0.9758075541473853,0.9564349079028635,1.0534032626399656,1.0336088398707508,1.0891464320356048,0.99083540352188
0.8962891484399963,0.9787423666249521,0.9247704006242234,0.9275424881949429,1.1442331940018964,1.023230470870415,1.2295155002754272,1.1342706597853491,0.979876161958348,0.9596251750988342,0.9500139067056783,1.0802302192576116,0.979876161958348,0.9596251750988342,1.0663304934939113,1.0370565270557945,1.0936876037674983,0.9941404163966122
0.8645691728975164,0.9510319484093414,0.8920424639519282,0.9012816547651389,1.103738394983292,1.0340942124096786,1.2403537865130274,1.141983289020988,0.9451980137892266,0.932456007972745,0.9789504663736021,1.0845403898742192,0.9451980137892266,0.932456007972745,1.0782890702174124,1.04620213105046,1.0549816302510278,1.028250473844393
0.8478016623402054,0.9362764482271169,0.8747421346078276,0.8872980429176444,1.0823324210363285,1.0401107994569787,1.2162982848109984,1.146043703331226,0.9268667822674673,0.9179887181844568,0.9599646375994946,1.084690172376142,0.9268667822674673,0.9179887181844568,1.0992014783109252,1.0504031334663528,1.034521248158385,1.012296908793755
0.9044655804449196,0.9863382438968923,0.9332066539405002,0.9347410106509945,1.1546715050366965,1.0192556552251633,1.266276295002536,1.1838753689381087,0.9888151196880522,0.9670726866255401,0.9979631523861833,1.0629411721700608,0.9888151196880522,0.9670726866255401,1.0257349290997992,1.1065671725576454,1.1036648107239777,1.0664234449264733
0.9181782596445629,0.9923198269281645,0.9473550789874364,0.9404096856745381,1.172177577431125,1.0254368637198632,1.2789478291723504,1.1905658919920938,1.003806629389692,0.9729374349592068,1.017585932108522,1.0532719675366082,1.003806629389692,0.9729374349592068,1.0101836750435693,1.112993842763955,1.1203975663098213,1.072890699361545
0.9177813746054805,0.9925771866875504,0.9469455821891847,0.9402470878212642,1.1716709004991201,1.0257028124365482,1.2839949523855128,1.1936845046254825,1.0033727312559126,0.9727692130228487,1.0171460778338293,1.0560574791073019,1.0033727312559126,0.9727692130228487,1.0106203296726008,1.11344983460159,1.1199132714278397,1.0727051953975055
0.947346704733025,1.0053671050770367,0.9774504055871075,0.952362703292257,1.209415005939247,1.0389195732475738,1.2936172080133386,1.2036322453934405,1.0356952939722337,0.9853038944695256,1.0499123339501306,1.0572114926747247,1.0356952939722337,0.9853038944695256,0.9780642934453214,1.1216626677493462,1.1559900610643863,1.0865276084945648
0.966499609470608,1.0134974760568003,0.9972119294414578,0.9600644294039973,1.2338662551822426,1.0473212819428201,1.2674636076174202,1.203722909977031,1.056634379107072,0.9932720149196465,1.0711388509311839,1.0625723258842075,1.056634379107072,0.9932720149196465,0.9582903583632663,1.1080563936477263,1.1793611958416994,1.095314321817694
0.9663118981872559,1.0133400047779375,0.9970182532834798,0.9599152602377581,1.2336266165771408,1.0471585553198695,1.2778717362105043,1.205841725223936,1.0564291620605337,0.9931176861540174,1.070930816860206,1.0666548741733666,1.0564291620605337,0.9931176861540174,0.958476475265156,1.1081209548805422,1.1791321430811625,1.0951441383183877
0.9690872937510441,1.0145041917693822,0.9998818421954757,0.9610180696142645,1.2371697808964894,1.0483615951311227,1.2742014931405161,1.2037637081068362,1.0594633881891156,0.9942586405086692,1.0740066939593225,1.0710751521591861,1.0594633881891156,0.9942586405086692,0.9557235842343859,1.106211339162417,1.1825187909379948,1.0964023069030442
0.9737677560562202,1.0115643026642593,1.004711034882454,0.9628746655590993,1.2431450181758636,1.0503869304997095,1.268047401454143,1.2002753717950527,1.0645803456439382,0.9961794540900686,1.079193892139505,1.073144367969988,1.0645803456439382,0.9961794540900686,0.9511076654838032,1.10300569576503,1.1882300768684135,1.0985204523794563
0.9443645960454686,0.9871287537421122,0.9743735348579501,0.9396152732157788,1.2056079446194012,1.0250135744413664,1.2689633857577192,1.2035486177575492,1.0324350768644053,0.9721155446366179,1.0466073636825373,1.0472212787160557,1.0324350768644053,0.9721155446366179,0.9798265984139033,1.112997355305093,1.1523511736469225,1.0719843733725176
0.9632784149063993,0.9752665717931847,0.9938883754379126,0.9471427528146481,1.2297539687051373,1.0332251999758948,1.2977194515117076,1.2069669953351296,1.0531127792171355,0.9799033915763042,1.0675689098672427,1.0556108154080874,1.0531127792171355,0.9799033915763042,0.9602025433877762,1.0996226287689097,1.1754305663452584,1.08057229305719
0.9681472574144971,0.9792101206305661,0.9989119344585999,0.9509725813043388,1.235969698555074,1.0374031080001864,1.3107968942450527,1.2077686530942666,1.0584356850208243,0.9838656896723947,1.0729648834593535,1.066704293503982,1.0584356850208243,0.9838656896723947,0.9553492477182326,1.0979552325161857,1.1813717212784305,1.084941651890188
