date,Adj_Close_BTC-USD,Open_BTC-USD,High_BTC-USD,Low_BTC-USD,Volume_BTC-USD,Adj_Close_SPY,Adj_Close_GLD,Adj_Close_CHFUSD=X,Adj_Close_CNYUSD=X,Adj_Close_EURUSD=X,Adj_Close_GBPUSD=X,Adj_Close_JPYUSD=X
14/12/20,19246.64453,19144.49219,19305.09961,19012.70898,22473997681.0,361.9267883,171.5399933,1.12544167,0.152772054,1.213340402,1.331823945,0.009621028
15/12/20,19417.07617,19246.91992,19525.00781,19079.8418,26741982541.0,366.8198242,173.9400024,1.127929807,0.152678758,1.214889646,1.333084464,0.00961446
16/12/20,21310.59766,19418.81836,21458.9082,19298.31641,44409011479.0,367.3955078,174.8999939,1.129382014,0.152944952,1.21543014,1.344447494,0.009649343
17/12/20,22805.16211,21308.35156,23642.66016,21234.67578,71378606374.0,369.4499817,176.7400055,1.129445791,0.15310888,1.219958544,1.350292921,0.00966417
18/12/20,23137.96094,22806.79688,23238.60156,22399.8125,40387896275.0,367.9747925,176.4400024,1.130301118,0.153090119,1.226271629,1.357017875,0.009696406
19/12/20,23869.83203,23132.86523,24085.85547,22826.47266,38487546580.0,367.9747925,176.4400024,1.130301118,0.153090119,1.226271629,1.357017875,0.009696406
20/12/20,23477.29492,23861.76563,24209.66016,23147.71094,37844228422.0,367.9747925,176.4400024,1.130301118,0.153090119,1.226271629,1.357017875,0.009696406
21/12/20,22803.08203,23474.45508,24059.98242,22159.36719,45852713981.0,366.6590881,175.8800049,1.129330993,0.152998775,1.221612811,1.340195179,0.009665851
22/12/20,23783.0293,22794.03906,23789.90234,22430.60547,44171632681.0,366.0411072,174.4900055,1.129330993,0.152713716,1.223690629,1.344953656,0.009676795
23/12/20,23241.3457,23781.97461,24024.49023,22802.64648,51146161904.0,366.3700562,175.6499939,1.126303673,0.152853772,1.218665123,1.339943767,0.009658664
24/12/20,23735.94922,23240.20313,23768.33789,22777.59766,41080759713.0,367.7953796,176.3500061,1.126253009,0.152914554,1.21914053,1.350530028,0.009656983
25/12/20,24664.79102,23733.57031,24710.10156,23463.67383,42068395846.0,367.7953796,176.3500061,1.122460365,0.153162822,1.218472004,1.355200887,0.009647574
26/12/20,26437.03711,24677.01563,26718.07031,24522.68945,48332647295.0,367.7953796,176.3500061,1.122460365,0.153162822,1.218472004,1.355200887,0.009647574
27/12/20,26272.29492,26439.37305,28288.83984,25922.76953,66479895605.0,367.7953796,176.3500061,1.122460365,0.153162822,1.218472004,1.355200887,0.009647574
28/12/20,27084.80859,26280.82227,27389.11133,26207.64063,49056742893.0,370.9550476,175.7100067,1.124315619,0.152886495,1.220509529,1.357238889,0.009658757
29/12/20,27362.4375,27081.81055,27370.7207,25987.29883,45265946774.0,370.247345,176.3500061,1.125745773,0.153008133,1.222344518,1.346601844,0.009644224
30/12/20,28840.95313,27360.08984,28937.74023,27360.08984,51287442704.0,370.7756042,177.6999969,1.13109374,0.153139353,1.225295067,1.349990368,0.009656332
31/12/20,29001.7207,28841.57422,29244.87695,28201.99219,46754964848.0,372.6594543,178.3600006,1.134327054,0.153322503,1.229989648,1.363066316,0.009697346
1/1/21,29374.15234,28994.00977,29600.62695,28803.58594,40730301359.0,372.6594543,178.3600006,1.113461733,0.153099492,1.218026876,1.367300749,0.009687482
2/1/21,32127.26758,29376.45508,33155.11719,29091.18164,67865420765.0,372.6594543,178.3600006,1.113461733,0.153099492,1.218026876,1.367300749,0.009687482
3/1/21,32782.02344,32129.4082,34608.55859,32052.31641,78665235202.0,372.6594543,178.3600006,1.113461733,0.153099492,1.218026876,1.367300749,0.009687482
4/1/21,31971.91406,32810.94922,33440.21875,28722.75586,81163475344.0,367.5860901,182.3300018,1.132374644,0.153092474,1.225069761,1.368419647,0.009686262
5/1/21,33992.42969,31977.04102,34437.58984,30221.1875,67547324782.0,370.1177673,182.8699951,1.134764671,0.15478678,1.225159883,1.357159615,0.00969697
6/1/21,36824.36328,34013.61328,36879.69922,33514.03516,75289433811.0,372.3305054,179.8999939,1.138718724,0.154913858,1.230027437,1.362954974,0.009739185
7/1/21,39371.04297,36833.875,40180.36719,36491.19141,84762141031.0,377.8624268,179.4799957,1.138861418,0.154781982,1.234110832,1.362527728,0.009706476
8/1/21,40797.60938,39381.76563,41946.73828,36838.63672,88107519480.0,380.0153809,173.3399963,1.12975204,0.154387698,1.22714448,1.356962562,0.009634839
9/1/21,40254.54688,40788.64063,41436.35156,38980.875,61984162837.0,380.0153809,173.3399963,1.12975204,0.154387698,1.22714448,1.356962562,0.009634839
10/1/21,38356.44141,40254.21875,41420.19141,35984.62891,79980747690.0,380.0153809,173.3399963,1.12975204,0.154387698,1.22714448,1.356962562,0.009634839
11/1/21,35566.65625,38346.53125,38346.53125,30549.59961,123000000000.0,377.4537659,173.0,1.126582861,0.154456854,1.218620539,1.351625323,0.009606978
12/1/21,33922.96094,35516.35938,36568.52734,32697.97656,74773277909.0,377.5334778,174.1199951,1.124075413,0.154328138,1.216070175,1.352411389,0.009603565
13/1/21,37316.35938,33915.12109,37599.96094,32584.66797,69364315979.0,378.5501709,173.3699951,1.128795505,0.154729292,1.220889449,1.367053986,0.009638368
14/1/21,39187.32813,37325.10938,39966.40625,36868.5625,63615990033.0,377.2244873,173.2799988,1.127522826,0.154631197,1.216249108,1.364926815,0.009630479
15/1/21,36825.36719,39156.70703,39577.71094,34659.58984,67760757881.0,374.4735107,171.1300049,1.125809193,0.154485479,1.215125918,1.3683635,0.009631313
16/1/21,36178.14063,36821.64844,37864.36719,35633.55469,57706187875.0,374.4735107,171.1300049,1.125809193,0.154485479,1.215125918,1.3683635,0.009631313
17/1/21,35791.27734,36163.64844,36722.35156,34069.32031,52359854336.0,374.4735107,171.1300049,1.125809193,0.154485479,1.215125918,1.3683635,0.009631313
18/1/21,36630.07422,35792.23828,37299.28516,34883.84375,49511702429.0,374.4735107,171.1300049,1.120849967,0.154328138,1.206811309,1.357533574,0.009623898
19/1/21,36069.80469,36642.23438,37755.89063,36069.80469,57244195486.0,377.4138794,172.5800018,1.122460365,0.154049978,1.207729459,1.35812366,0.009642922
20/1/21,35547.75,36050.11328,36378.32813,33570.47656,66834573161.0,382.6367798,175.3899994,1.12612617,0.154371008,1.213886857,1.364424109,0.009624917
21/1/21,30825.69922,35549.39844,35552.67969,30250.75,75643067688.0,382.9856262,175.2799988,1.124505162,0.154669464,1.21156311,1.366848469,0.009656704
22/1/21,33005.76172,30817.625,33811.85156,28953.37305,77207272511.0,381.6300659,173.8999939,1.129484057,0.154765218,1.216629386,1.372947454,0.009661276
23/1/21,32067.64258,32985.75781,33360.97656,31493.16016,48354737975.0,381.6300659,173.8999939,1.129484057,0.154765218,1.216629386,1.372947454,0.009661276
24/1/21,32289.37891,32064.37695,32944.00781,31106.68555,48643830599.0,381.6300659,173.8999939,1.129484057,0.154765218,1.216629386,1.372947454,0.009661276
25/1/21,32366.39258,32285.79883,34802.74219,32087.78711,59897054838.0,383.1351624,174.0500031,1.129531264,0.154301941,1.216944695,1.368820429,0.009636046
26/1/21,32569.84961,32358.61328,32794.55078,31030.26563,60255421470.0,382.5371094,173.6199951,1.126100779,0.15435195,1.214624047,1.367899299,0.009637625
27/1/21,30432.54688,32564.0293,32564.0293,29367.13867,62576762015.0,373.1877136,172.5200043,1.127777219,0.154710159,1.216299295,1.374154806,0.009652231
28/1/21,31649.60547,30441.04102,31891.30078,30023.20703,78948162368.0,376.3972168,172.6799927,1.124985933,0.154270992,1.210507274,1.366941929,0.009602182
29/1/21,34316.38672,34318.67188,38406.26172,32064.81445,118000000000.0,368.861908,172.6100006,1.125354409,0.155077234,1.212003708,1.372500896,0.009588555
30/1/21,34269.52344,34295.93359,34834.70703,32940.1875,65141828798.0,368.861908,172.6100006,1.125354409,0.155077234,1.212003708,1.372500896,0.009588555
31/1/21,33114.35938,34270.87891,34288.33203,32270.17578,52754542671.0,368.861908,172.6100006,1.125354409,0.155077234,1.212003708,1.372500896,0.009588555
1/2/21,33537.17578,33114.57813,34638.21484,32384.22852,61400400660.0,375.0018005,174.2299957,1.121881247,0.155598432,1.212385774,1.369769096,0.009552376
2/2/21,35510.28906,33533.19922,35896.88281,33489.21875,63088585433.0,380.3044128,172.1100006,1.115473866,0.154619247,1.206869483,1.367876768,0.009534616
3/2/21,37472.08984,35510.82031,37480.1875,35443.98438,61166818159.0,380.6034241,171.8500061,1.114206195,0.154885083,1.203905463,1.365933657,0.00952127
4/2/21,36926.06641,37475.10547,38592.17578,36317.5,68838074392.0,384.9292603,168.1499939,1.113164306,0.154817939,1.204238892,1.364908218,0.009524263
5/2/21,38144.30859,36931.54688,38225.90625,36658.76172,58598066402.0,386.4443054,169.8099976,1.106157899,0.154542789,1.196673155,1.367614865,0.009472209
6/2/21,39266.01172,38138.38672,40846.54688,38138.38672,71326033653.0,386.4443054,169.8099976,1.106157899,0.154542789,1.196673155,1.367614865,0.009472209
7/2/21,38903.44141,39250.19141,39621.83594,37446.15234,65500641143.0,386.4443054,169.8099976,1.106157899,0.154542789,1.196673155,1.367614865,0.009472209
8/2/21,46196.46484,38886.82813,46203.92969,38076.32422,101000000000.0,389.2351685,171.5200043,1.112371802,0.154662296,1.204877377,1.373871684,0.009487666
9/2/21,46481.10547,46184.99219,48003.72266,45166.96094,91809846886.0,388.9760132,172.0800018,1.112843394,0.155086845,1.205359578,1.37457037,0.0095048
10/2/21,44918.18359,46469.76172,47145.56641,43881.15234,87301089896.0,388.8065491,172.7100067,1.120573759,0.155419484,1.211999297,1.381799459,0.009562516
11/2/21,47909.33203,44898.71094,48463.46875,44187.76172,81388911810.0,389.4345093,171.2100067,1.123285055,0.154865891,1.212121248,1.383259773,0.009558859
12/2/21,47504.85156,47877.03516,48745.73438,46424.97656,76555041196.0,391.3582153,170.6900024,1.123443961,0.154873073,1.21315062,1.381024718,0.00954736
13/2/21,47105.51563,47491.20313,48047.74609,46392.28125,70250456155.0,391.3582153,170.6900024,1.123443961,0.154873073,1.21315062,1.381024718,0.00954736
14/2/21,48717.28906,47114.50781,49487.64063,47114.50781,71248675228.0,391.3582153,170.6900024,1.123443961,0.154873073,1.21315062,1.381024718,0.00954736
15/2/21,47945.05859,48696.53516,48875.57031,46347.47656,77069903166.0,391.3582153,170.6900024,1.121379256,0.154865891,1.212209344,1.387154937,0.009518461
16/2/21,49199.87109,47944.45703,50341.10156,47201.30469,77049582886.0,391.0193176,168.2400055,1.123805165,0.154865891,1.213219643,1.391478539,0.009488836
17/2/21,52149.00781,49207.27734,52533.91406,49072.37891,80820545404.0,391.1090393,166.3300018,1.119547606,0.15486829,1.209248304,1.388811707,0.009424805
18/2/21,51679.79688,52140.97266,52474.10547,51015.76563,52054723579.0,389.4444885,166.3200073,1.113052726,0.154856294,1.204800487,1.386635542,0.009446349
19/2/21,55888.13281,51675.98047,56113.65234,50937.27734,63495496918.0,388.7567139,167.0099945,1.116308093,0.154149711,1.209189773,1.396745563,0.009465036
20/2/21,56099.51953,55887.33594,57505.22656,54626.55859,68145460026.0,388.7567139,167.0099945,1.116308093,0.154149711,1.209189773,1.396745563,0.009465036
21/2/21,57539.94531,56068.56641,58330.57031,55672.60938,51897585191.0,388.7567139,167.0099945,1.116308093,0.154149711,1.209189773,1.396745563,0.009465036
22/2/21,54207.32031,57532.73828,57533.39063,48967.56641,92052420332.0,385.76651,169.5099945,1.11521256,0.154182985,1.212635636,1.403114915,0.009477415
23/2/21,48824.42578,54204.92969,54204.92969,45290.58984,106000000000.0,386.2349854,169.1199951,1.116457701,0.154724509,1.216679692,1.40712285,0.009525261
24/2/21,49705.33203,48835.08594,51290.13672,47213.5,63695521388.0,390.4910278,169.0,1.104850292,0.154726908,1.215214491,1.412030578,0.00949821
25/2/21,47093.85156,49709.08203,51948.96875,47093.85156,54506565949.0,381.0818481,165.8200073,1.103022337,0.15489468,1.217137218,1.414827466,0.009438949
26/2/21,46339.76172,47180.46484,48370.78516,44454.84375,351000000000.0,379.1182861,161.8099976,1.104276896,0.154947475,1.216042042,1.400815248,0.009400352
27/2/21,46188.45313,46344.77344,48253.26953,45269.02734,45910946382.0,379.1182861,161.8099976,1.104276896,0.154947475,1.216042042,1.400815248,0.009400352
28/2/21,45137.76953,46194.01563,46716.42969,43241.61719,53443887451.0,379.1182861,161.8099976,1.104276896,0.154947475,1.216042042,1.400815248,0.009400352
1/3/21,49631.24219,45159.50391,49784.01563,45115.09375,53891300112.0,388.308197,161.5299988,1.102049828,0.154371008,1.208956003,1.397252917,0.009389407
2/3/21,48378.98828,49612.10547,50127.51172,47228.84375,47530897720.0,385.2781372,162.4100037,1.093015671,0.154722109,1.205109596,1.392951727,0.009358827
3/3/21,50538.24219,48415.81641,52535.13672,48274.32031,53220811975.0,380.1748352,160.6199951,1.092896104,0.154571444,1.208546758,1.395498157,0.009366979
4/3/21,48561.16797,50522.30469,51735.08984,47656.92969,52343816680.0,375.4702454,159.0399933,1.087311029,0.154635981,1.205066085,1.39269948,0.009340731
5/3/21,48927.30469,48527.03125,49396.42969,46542.51563,48625928883.0,382.3776245,159.1399994,1.076101899,0.154583395,1.196773529,1.3894099,0.009263119
6/3/21,48912.38281,48899.23047,49147.21875,47257.52734,34363564661.0,382.3776245,159.1399994,1.076101899,0.154583395,1.196773529,1.3894099,0.009263119
7/3/21,51206.69141,48918.67969,51384.36719,48918.67969,43137459378.0,382.3776245,159.1399994,1.076101899,0.154583395,1.196773529,1.3894099,0.009263119
8/3/21,52246.52344,51174.11719,52314.07031,49506.05469,48597428048.0,380.4738464,157.4900055,1.075037599,0.153947994,1.192563176,1.385367751,0.009223476
9/3/21,54824.11719,52272.96875,54824.11719,51981.83203,50912227385.0,385.9060669,160.8399963,1.06860435,0.153266102,1.185171127,1.382361054,0.009179449
10/3/21,56008.55078,54824.01172,57258.25391,53290.89063,57295577614.0,388.308197,161.6600037,1.077423692,0.153713718,1.189790606,1.389043212,0.009210054
11/3/21,57805.12109,55963.17969,58091.0625,54484.59375,56772343595.0,392.2453003,161.5200043,1.075615764,0.153730258,1.192605853,1.39314568,0.00922237
12/3/21,57332.08984,57821.21875,57996.62109,55376.64844,55689944702.0,392.7735596,161.4900055,1.081478596,0.15401201,1.198609591,1.398992777,0.00921192
13/3/21,61243.08594,57343.37109,61683.86328,56217.97266,60669829814.0,392.7735596,161.4900055,1.081478596,0.15401201,1.198609591,1.398992777,0.00921192
14/3/21,59302.31641,61221.13281,61597.91797,59302.31641,43901225564.0,392.7735596,161.4900055,1.081478596,0.15401201,1.198609591,1.398992777,0.00921192
15/3/21,55907.19922,59267.42969,60540.99219,55393.16406,66419369890.0,395.1159058,162.1999969,1.076119304,0.153881669,1.195000052,1.392951727,0.009164475
16/3/21,56804.90234,55840.78516,56833.17969,53555.02734,59749798599.0,394.6175232,162.3500061,1.078050852,0.153872192,1.192577362,1.389912009,0.009163047
17/3/21,58870.89453,56825.82813,58969.81641,54528.62891,60258313191.0,395.9631348,163.5099945,1.081314921,0.153727904,1.190164566,1.390221238,0.009171871
18/3/21,57858.92188,58893.07813,60116.25,54253.57813,55746041000.0,390.2019958,162.5599976,1.084316373,0.153784633,1.198279262,1.397584915,0.009183495
19/3/21,58346.65234,57850.44141,59498.375,56643.70313,49063873786.0,389.480011,163.2400055,1.078376412,0.153732628,1.191824079,1.392505527,0.009180123
20/3/21,58313.64453,58332.26172,60031.28516,58213.29688,50361731222.0,389.480011,163.2400055,1.078376412,0.153732628,1.191824079,1.392505527,0.009180123
21/3/21,57523.42188,58309.91406,58767.89844,56005.61719,51943414539.0,389.480011,163.2400055,1.078376412,0.153732628,1.191824079,1.392505527,0.009180123
22/3/21,54529.14453,57517.89063,58471.48047,54288.15625,56521454974.0,392.5899963,163.0,1.075222611,0.153869823,1.188311696,1.383259773,0.009185182
23/3/21,54738.94531,54511.66016,55985.44141,53470.69531,56435023914.0,389.5,161.8099976,1.083188891,0.153697193,1.193303108,1.386251211,0.009193204
24/3/21,52774.26563,54710.48828,57262.38281,52514.33203,70567223787.0,387.519989,162.3699951,1.070068002,0.153494298,1.184020519,1.373041749,0.009214891
25/3/21,51704.16016,52726.74609,53392.38672,50856.57031,67999812841.0,389.7000122,161.7799988,1.068387508,0.153501377,1.181306958,1.368887901,0.009192022
26/3/21,55137.3125,51683.01172,55137.3125,51579.85547,56652197978.0,395.980011,162.2400055,1.064384699,0.152793065,1.177662134,1.374910593,0.009159271
27/3/21,55973.51172,55137.56641,56568.21484,54242.91016,47266542233.0,395.980011,162.2400055,1.064384699,0.152793065,1.177662134,1.374910593,0.009159271
28/3/21,55950.74609,55974.94141,56610.3125,55071.11328,47686580918.0,395.980011,162.2400055,1.064384699,0.152793065,1.177662134,1.374910593,0.009159271
29/3/21,57750.19922,55947.89844,58342.09766,55139.33984,57625587027.0,395.7799988,160.3099976,1.06433928,0.152893499,1.178800464,1.379101157,0.009108215
30/3/21,58917.69141,57750.13281,59447.22266,57251.55078,54414116432.0,394.730011,157.5700073,1.065076113,0.152237132,1.177100658,1.377505302,0.009104483
31/3/21,58918.83203,58930.27734,59930.02734,57726.41797,65520826225.0,396.3299866,159.9600067,1.061920524,0.152183831,1.17236042,1.374664903,0.009065772
1/4/21,58918.83203,58930.27734,59930.02734,57726.41797,65520826225.0,400.6099854,161.9799957,1.059434295,0.1526438,1.172883034,1.37862587,0.009029346
2/4/21,59384.3125,59098.87891,60267.1875,58869.28125,58727860620.0,400.6099854,161.9799957,1.061447144,0.152336836,1.177994967,1.383508563,0.009040529
3/4/21,59384.3125,59098.87891,60267.1875,58869.28125,58727860620.0,400.6099854,161.9799957,1.061345816,0.152336836,1.176885962,1.382915378,0.009038323
4/4/21,58758.55469,57604.83984,58913.74609,57168.67578,50749662970.0,400.6099854,161.9799957,1.061345816,0.152336836,1.176885962,1.382915378,0.009038323
5/4/21,58758.55469,57604.83984,58913.74609,57168.67578,50749662970.0,406.3599854,161.9199982,1.061571121,0.152288124,1.176816702,1.383125901,0.0090353
6/4/21,58192.35938,59171.93359,59479.57813,57646.80859,66058027988.0,406.1199951,163.2200012,1.068330407,0.152302042,1.181893468,1.391401172,0.009074987
2021-04-07,56048.9375,58186.5078125,58731.14453125,55604.0234375,75645303584.0,406.5899963378906,162.75999450683594,1.0736525058746338,0.1529402881860733,1.1874228715896606,1.383125901222229,0.0091080488637089
2021-04-08,58323.953125,56099.9140625,58338.73828125,55879.0859375,53053855641.0,408.5199890136719,164.50999450683594,1.0760787725448608,0.1528818309307098,1.1873664855957031,1.3743815422058103,0.009103157557547
2021-04-09,58245.00390625,58326.5625,58937.046875,57807.86328125,46655208546.0,411.489990234375,163.27000427246094,1.0820636749267578,0.1526717543601989,1.1915684938430786,1.373437762260437,0.0091466205194592
2021-04-10,59793.234375,58253.77734375,61276.6640625,58038.70703125,58238470525.0,411.489990234375,163.27000427246094,1.0820636749267578,0.1526717543601989,1.1915684938430786,1.373437762260437,0.0091466205194592
2021-04-11,60204.96484375,59846.23046875,60790.5546875,59289.796875,46280252580.0,411.489990234375,163.27000427246094,1.0820636749267578,0.1526717543601989,1.1915684938430786,1.373437762260437,0.0091466205194592
2021-04-12,59893.453125,60175.9453125,61253.03515625,59589.875,51828688519.0,411.6400146484375,162.27999877929688,1.0807422399520874,0.1526251584291458,1.1900511980056765,1.3712154626846311,0.0091162687167525
2021-04-13,63503.45703125,59890.01953125,63742.28515625,59869.95703125,69983454362.0,412.8599853515625,163.42999267578125,1.084481120109558,0.15272071957588196,1.1914690732955933,1.3753834962844849,0.009142940863966942
